id|text|source|page
81|"第四章李病虫雪防治
用K84进行根部处理，可减少根瘤病的发生。
(4)消除病瘤。用刀切除病瘤，用石灰乳或波尔多液涂抹伤
口、或用甲冰碘液(甲醇50份、冰醋酸25份、碘片12份)或二硝
基邻甲酚钠20份与木醇80份混合涂瘤，可使病瘤消除。或用8
0%二硝基邻甲酚钠盐100倍液涂抹李根颈部的瘤，可防止其扩
大。也可用细菌素(含有二甲苯酚和甲酚的碳氢化合物)处理，处理
后3~4个月内瘤枯死。勿用细菌素处理苗木，以防药害。
(二)李细菌性穿孔病
李细菌性穿孔病(plumblackspotorbacterialleafspot)
又称李黑斑病、细菌性溃疡病，分布于我国各个李产区，是李常见
病害之一，主要危害桃、李、杏等核果类果树。病原为樱类黑斑病
菌[Xanthomonaspruni(Smith)Dowson]和丁香假单胞菌丁香致病
变种(Pseudomonassyringaepv.syringaevanHall.)。
1.危害症状李细菌性穿孔病主要危害叶片，也侵染果实和新
梢。叶片发病初期在叶脉两侧产生黄白色至白色的水渍状圆形小斑
点，直径0.5毫米左右，散生于叶面，逐渐扩大成2~3毫米褐色
或紫褐色近圆形或多角形病斑，周围有黄绿色晕环，潮湿时背面溢
出黄白色胶状菌液；后期病斑脱落，部分与叶片相连，形成穿孔，
穿孔边缘破碎不整齐(彩图17)。果实受害，幼果即表现症状，形成
稍凹陷、深褐色不规则病斑，病斑边缘水渍状，直径为1~2毫米，
常发生龟裂，湿度大时会出现菌脓。枝条受害后，产生春季溃疡和
夏季溃疡两种不同病斑。春季在1年生枝上形成暗褐色水渍状小疱
疹，后期病斑直径扩大到约2毫米，一般不超过枝条直径的一半，
而长度扩展可达1~10厘米，在春末(开花前后)病斑表皮破裂，病
菌渗出黄色菌液；夏末，溃疡发生在当年抽生的新梢上，以皮孔为
中心形成水渍状圆形或椭圆形褐色至黑褐色病斑，稍凹陷，边缘呈
水渍状，潮湿时溢出黄白色的菌液。
2.发生规律病菌在病枝条溃疡组织内越冬，可存活1年以
上。春季病组织中溢出菌液，借风雨和昆虫传播，经叶片气孔、枝
·85·"|./李高效生产及绿色防控技术.pdf|81
82|"李高效生产及绿色防控技术
条芽痕、果实皮孔等侵入寄主。潜育期因气温高低不同，当温度为
16~30℃时，4~16天形成春季溃疡病斑，从病斑处溢出菌液后不断
进行再侵染。
空气相对湿度达到70%~90%,气温19~28℃,雨水偏多、湿度
较大的天气此病发生严重。一般于5月开始发病，夏季干旱时病势
进展缓慢，秋季多雨时又发生侵染。树势强时延缓发病，可延迟形
成溃疡长达40天，因此，生长势强的树比弱的树发病轻且晚。果
园地势低洼、排水不良、通风透光差、偏施氮肥等发病重。
3.防治方法
(1)加强果园管理。结合冬季修剪，彻底清扫发病枝叶、果实
等，集中深埋或烧毁，消灭越冬菌源。合理施肥，增施有机肥，增
强果树抗病性。合理修剪，使果园通风透光良好，并及时排除积
水，降低果园湿度。
(2)化学防治。萌芽前喷3~5波美度石硫合剂或45%晶体石硫
合剂30倍液或1.8%辛菌胺醋酸盐水剂400~500倍液消除越冬菌
源。落花后20天开始施药，间隔15天左右喷1次，可选用4%春
雷霉素水剂500〜800倍液、5%中生菌素可湿性粉剂1200〜1500
倍液、12%松脂酸铜悬浮剂300~500倍液、30%噻唑锌悬浮剂500~1
000倍液、40%喹啉铜悬浮剂500~1000倍液、5%大蒜素微乳剂500
〜1000倍液、40%春雷·喹啉铜悬浮剂500〜1000倍液、2%春雷霉
素·四霉素可溶液剂300~500倍液、40%戊唑·噻唑锌悬浮剂800
〜1200倍液、50%肟菌·喹啉铜水分散粒剂2500~3000倍液、36%喹
啉·戊唑醇悬浮剂1000~1500倍液。
五、病毒和类病毒
(一)李属坏死环斑病毒病
李属坏死环斑病毒病(Prunusnecroticringspotvirus,PNR
SV)属雀麦花叶病毒科等轴不稳环斑病毒属(Ilarvirus),为等轴对称
三分体球形病毒颗粒，直径22~23纳米,无包膜,有4个RNA组分，
·86·"|./李高效生产及绿色防控技术.pdf|82
83|"第四章李病虫害防治
核酸分子为线形正义单链核糖核苷酸(ssRNA)，核酸质量约占病毒粒
子质量的14%。致死温度(TIP)为55~62℃,体外存活期(LIV)为9
~18小时(洪健等,2001)。
李属坏死环斑病毒是一种在世界范围内广泛发生的病毒病原
物，能够侵染危害多种核果类果树，如桃、李、杏、樱桃等，被列
为《中华人民共和国进境植物检疫危险性病、虫、杂草名录》中的
二类危险性有害生物。PNRSV能够侵染47个属的189种植物。
目前，已在我国局部地区发现该病毒，包括陕西、辽宁和山东。
1.危害症状PNRSV诱导的症状表型通常与病毒株系、寄主品
种和树龄及环境条件(温度、光照和湿度)相关。果树感染PNRSV后
症状差异较大，有些呈潜隐状态存在，不表现明显症状；有的在初
春部分枝条或整株生病，典型症状是新叶上出现坏死环斑或黄条
斑，坏死斑中心脱落，出现孔洞，重者只剩下花叶状叶架；有的
株系会产生橡叶纹、叶背面耳突、黄花叶症。感病植株花期推迟，
花梗变短，花瓣出现条斑，显症病树翌年病状一般不再在同一枝条
上发生，有的也带毒显症。症状程度从叶的黄化和变形到生长受
阻，枝条和树干流胶和顶梢枯死。
2.发生规律PNRSV主要是通过带毒的繁殖材料(如种子和花
粉)进行传播，无性繁殖材料的调运是PNRSV一个重要传播途径。P
NRSV的传播效率因寄主或品种不同而差异很大，其中樱桃为55%、
酸樱桃为30%、马哈里酸樱桃为10%~70%、桃为3.6%、樱桃李
为0%~4%(Nylandetal.,1976)。PNRSV通过花粉进行传毒的效
率高达77%。Traylor等(1963)和Williams等(1970)分别发现PN
RSV在杏、李和扁桃上通过种子进行传播。花粉内部和表面均可带
毒，表面带毒使病毒在株间传染，内部带毒则导致种子传播，蜜蜂
作为花粉传播介体也可间接传播，迄今为止尚未发现直接传播的昆
虫介体(崔红光，2013)。
3.防治方法
(1)加强植物检疫。加强检疫，禁止从疫区引种。
(2)培育无毒苗木，选用无毒接穗。由于PNRSV自然传播率
·87·"|./李高效生产及绿色防控技术.pdf|83
84|"李高效生产及绿色防控技术
低，PNRSV及其他等轴不稳环斑病毒属病毒引起的李病害最重要的
防控方法是使用无毒植株。有报道采用热处理(38℃温度下处理24
~32天)和茎尖脱毒处理可以有效脱除该病毒，因此，对下无健康
接穗品种的可以采用脱毒处理获得健康的接穗(Manganariseta
l.，2003)。一些专门培育繁殖材料的苗圃与商业化果园隔开，从
而阻止染毒花粉的适时传播。田间发现发病植株要迅速清除和销
毁。
(二)李矮缩病毒病
李矮缩病毒(Prunedwarfvirus,PDV)属雀麦花叶病毒科(Br
omoviridae)等轴不稳环斑病毒属(Ilarvirus)(王文文等,201
2),是一种较重要的核果类果树病毒,由Thomas和Hilde-brand
(1936)在美国首次报道，之后在全世界普遍发生，主要分布于欧
洲、南美洲、北美洲、日本、澳大利亚和新西兰等温带李属果树栽
培地区。我国北京、陕西等地区检测到桃、樱桃中槜带PDV，候义
龙等在北京、大连地区露地栽培的桃、樱桃及组培苗中也检测到P
DV(陈立伟等,2012)。
1.危害症状PDV可以造成核果类果树叶片褪绿、扭曲、坏
死，植株矮缩、流胶等。具体可表现新梢节间变短，叶片密集，
叶片变小，叶色变淡，叶缘上卷；花梗变短，花朵密集；有时果
实畸形，产量降低。危害症状以春、夏两季节最明显。此外，与
PNRSV不同的是，在较低的温度条件下该病症状更明显，而且PDV
的危害症状随寄主的种类、病毒株系以及温度状况等不同表现出
很大的差异(阙勇,2008)。PDV和PNRSV一样,寄主范围也很广泛。
该病毒的天然寄主包括桃、李、杏、樱桃等核果类果树，它可以侵
染122种李属植物。
2.发生规律PDV主要通过切接、芽接等嫁接方式传播，在
李、杏、樱桃等核果类果树上可由种子传毒。PDV也可以寄生在寄
主嫩叶的叶脉、花蕾、叶肉以及花粉颗粒中的成熟细胞中，因此,P
DV可以通过花粉和种子传毒。George和Davidson(1964)
·88·"|./李高效生产及绿色防控技术.pdf|84
85|"第四章李病虫害防治
就报道了PDV在樱桃上可经花粉传播。此外，有研究表明，PDV
在核果类果树果园中第2~4年传播扩散较慢，第5~15年传播加
快，几乎所有的植株均可以感染病毒。
3.防治方法PDV的防治措施和PNRSV基本相同。使用无病毒
的繁殖材料是最重要的防治措施。核果类果树枝梢经过38℃，热处
理24~32天，可脱除病毒，用以嫁接到健康的根砧上。由于无性繁
殖材料的调运是当今病毒的一个重要传播途径，因此建立健全相关
的检疫制度，严格实行检疫是防治的重要措施。另外，幼树开花前
要仔细检查，发现具有典型症状的植株，要在开花前移除，以防花
粉传毒。繁殖种子和接穗时，要严格保持间隔距离，繁殖接穗的树
上，要疏除花朵，以防感染。在中心母本园，剪除带毒花芽至关重
要(阙勇,2008)。
(三)李痘病毒病
李痘病毒(Plumpoxvirus,PPV)又称Sharka或Sarka病
毒，引起的病毒病是核果类果树最具毁灭性的病害之一。李痘病毒
为马铃薯Y病毒科马铃薯Y病毒组成员，在核果类果树上引起巨大
的损失。该病毒1915年在保加利亚首次被发现，目前已在56个
国家和地区有发生和报道(王浩等，2020)。我国在2007年5月发
布的《中华人民共和国进境植物检疫性有害生物名录》中将其列为
检疫性有害生物。世界各国都针对李痘病毒开展了风险分析评估工
作，制订相应的检疫措施，严防该病毒传入(郑耘等，2009)。
1.危害症状李痘病毒的侵染可以发生在寄主植物的花期、果
期及营养生长期，且叶片、花瓣、枝条、树皮、果实及果核均可表
现症状。感病的李常在叶片和果树上出现典型的痘疱症状，还会出
现果实畸形、果肉褐变或黑化、未熟先落等。杏和欧洲李果实的畸
形症状与苹果褪绿叶斑病毒(Applechloroticleafspotvirus,A
CLSV)引起的症状极为相似。通常PPV的危害症状与发生地点、发
病季节以及李属植物的种、品种和侵染的植物组织(叶片或果实)等
密切相关。
·89·"|./李高效生产及绿色防控技术.pdf|85
86|"李高效生产及绿色防控技术
2.发生规律PPV可通过汁液传播，但通过剪枝和嫁接工具传
播的较少，在田间主要通过一些蚜虫进行非持久性传毒。目前已知
的能传播李痘病毒的蚜虫共计14种，包括苜蓿蚜(Aphiscrac-civ
ora)、桃蚜(Myzuspersicae)、桃卷叶蚜(M.varians)、忽布
疣蚜(Phorodonhumuli)等(王浩等,2020)。蚜虫能传播全部病
毒株系，但传毒效率因株系而有差异。例如对坏死和中间株系传毒
效率为24.5%，而对黄化株系传毒效率只有8%。一些病毒株系能够
通过种子和花粉传播，如M株系可以经种子传播。
PPV在温带至中温带的气候条件下(最冷月平均温度0~18℃，
最热月平均温度10℃以上)较易发生，对终年潮湿的暖温带气候
(温暖季平均温度10℃以上，寒冷季平均温度0℃以上)也能忍受。
PPV温度适应范围较广，最热月平均最高气温30~40℃、最冷月平
均最低气温—25~0℃均适合其发生。降水量对该病毒的影响较弱，
干旱季节(月降水量40毫米以下)持续时间1~2个月、年平均降水
量0~900毫米，对该病毒发生均无明显不利影响(王浩等,2020)。
3.防治方法
(1)加强检疫和监测。PPV很难进行控制，目前对已感染的
树木或果园还没有有效的控制和防治方法，因此，必须加强检疫，
禁止从疫区引种，一旦传入，必须采取严格的清除措施。此外，还
要采用有效的检测技术，对苗木的引进、推广和繁殖加强监测。常
用的诊断寄主有菊叶香藜和GF305桃实生苗，前者在接种该病毒6
~8天后叶片出现黄色斑点或枯斑，后者在数周后叶片表现叶脉褪绿
和扭曲症状;假酸浆(Nicandraphysalodes)、田野毛茛(Ranuncu
lusarvensis)、郁李(Prunusjaponica)、海滨李(Prunus
maritima)等植物也可作为诊断寄主,接种病毒后会表现出褪绿斑、
褪绿环或枯斑症状。
(2)培育无毒苗木，选用无毒接穗。使用无毒材料是对检疫和
根除措施的补充。在合适的时间进行田间抽样调查，田间发现可疑
病例要及时检测，发病植株要迅速移除和销毁，确保果园无毒源存
在。
·90·"|./李高效生产及绿色防控技术.pdf|86
87|"第四章李病虫害防治
(3)其他措施。对于蚜虫传播病毒，传统防治理论都建议防治
蚜虫以控制病毒传播。但也有研究认为使用杀蚜虫剂并不能有效保
护果树不受PPV危害，因为蚜虫传播马铃薯Y属病毒是非持久性传
播，带毒蚜虫可以在很短的时间被传到寄主植物上，且很大部分的
介体蚜虫种群不是直接在果树作物上繁殖和发展，因此杀蚜虫对PP
V的防治没有直接的影响(Cambraetal.,2008)。
六、线虫病害
根结线虫
根结线虫病(root-knotnematodes)由侧尾腺口纲垫刃目根结
线虫属(Meloidogyne)的一些种引起。最常见的根结线虫有南方根
结线虫(M.incognita)、花生根结线虫(M.arenaria)和爪哇根
结线虫(M.javanica)。所有这些种类的线虫都是杂食性的，进行孤
雌生殖，寄主范围很广。北方根结线虫(M.hapla)几乎不在李属植
物上寄生。根结线虫成虫雌雄异型，雌成虫梨形，大小为0.8毫米
×0.5毫米，具特征性的会阴花纹，其会阴花纹是鉴定种的重要依
据。
根结线虫在全世界范围的李产区都有分布，且寄主范围广，各
种作物(1年生或者多年生)到杂草都有其寄主，在各种宿主植物中
的生活周期各有不同。连作会增加感病农作物的根结线虫病害，而
木本植物则会持续受到根结线虫侵染，危害逐年加重(朱翔，201
8)。
1.危害症状根结线虫寄生于李根部，形成瘤状物即根瘤(虫
瘿)，根瘤开始为白色至黄白色，较小和松软，后期扩大后呈黄褐
色，表面粗糙。根变短，侧根和须根减少，影响植株发育及营养吸
收，严重时表现叶片黄化，整株树的新陈代谢能力减弱，早期落
叶，导致果树产量下降，并常伴随冠瘿病的出现(图8)。
·91·"|./李高效生产及绿色防控技术.pdf|87
88|"李高效生产及绿色防控技术
2.发生规律根结线虫是典型的多食性线虫，在许多科的植
物以及种子上都可以寄生生活，孤雌生殖。根结线虫在土壤和病
残体越冬，卵可以在土壤中存活多年，传播主要依靠种苗、肥
料、农具、水流槜带及线虫本身的移动。
根结线虫作为一种营寄生生活的植物病原体，其寄生方式是
固着式内寄生。雌虫将卵产在根表面胶状的卵块中，度过休眠期
后，即可在适宜的温度、土壤水分和氧气含量等条件下孵化。孵
化后的幼虫为具侵染能力的2龄幼虫，能以宿主根系的分泌物、C
O₂及热信号作为引导，移动至根尖部位。
植物寄生线虫大部分生活在土壤耕作层，影响其生长和繁殖的
最重要因素是土壤温度、湿度。最适于线虫发育和卵孵化的温度为
20~30℃,最高温度为40~55℃,最低温度为10~15℃(朱天辉，2
003)。南方根结线虫、花生根结线虫和爪哇根结线虫的最适生存温
度为25~30℃，高于40℃或低于5℃时，都会缩短其活动时间或失
去侵染能力(Sasseretal.,1987)。当土壤干燥时,卵和幼虫即
死亡；当土壤中有足够的水分并在土壤颗粒上形成水膜时，卵可迅
速孵化。
·92·"|./李高效生产及绿色防控技术.pdf|88
89|"第四章李病虫害防治
3.防治方法
(1)加强检疫和检测。根结线虫一旦传入果园，彻底清除很困
难，应加强检疫，禁止从病区调运苗木。
(2)物理防治。主要有高温、水淹和冰冻等方法。北方温室大
棚可在夏季收获后开挖30厘米的土壤做垄并铺透明薄膜，封闭棚室
并使棚内温度达到60℃以上，持续1周后将垄沟翻倒再覆膜升温持
续1周，能有效提高深层土壤温度，杀灭根结线虫。水淹法是根据
根结线虫卵孵化以及幼虫生活需要定量空气的原理使用的，于农闲
时灌水保持10~15厘米深，持续两个月使根结线虫幼虫和卵块窒
息死亡，此法适用灌溉条件良好的地区。土壤的冰冻处理适用于北
方温室，方法是在冬季低温时将温室打开通风，将不耐低温的根结
线虫(例如南方根结线虫)幼虫和虫卵冻死，但此方法延误冬季大棚
生产且费时费力，使用较少(朱翔，2018)。
(3)土壤消毒。播种前2~3周，每亩用98%的棉隆微粒剂10~15
千克，或10%噻唑膦颗粒剂1.5~2.0千克等杀线虫剂，沟施或穴
施，深度16~20厘米，沟距20厘米左右，熏蒸15天左右即可播
种或定植。也可用50%辛硫磷乳油600~1000倍液、90%敌百虫晶体
800倍液灌根,每株25~500毫升,7天灌1次,连灌2~3次，效
果较好。
(4)生物防治。可施用5%淡紫拟青霉，穴施或沟施于李周围,
每亩1.5~2.0千克;或用1.8%阿维菌素乳油3000~4000倍液喷施，
每亩3~4千克，喷后深翻土壤；或用1.8%阿维菌素乳油3000倍液
灌根,每穴150~250毫升,10~15天灌1次,连续灌2~3次。种植
捕捉和拮抗植物也有一定的防效，捕捉植物可将根结线虫诱集到根
部，一段时间后拔除捕捉植物即可减少虫源，起到减轻危害的作
用，捕捉植物有白菜、菠菜、芫荽等，拮抗植物有万寿菊、烟草、
猪屎豆、大蒜、大葱、韭菜、辣椒等。
·93·"|./李高效生产及绿色防控技术.pdf|89
90|"李高效生产及绿色防控技术.
七、螨类害虫
(一)山楂叶螨
1.形态特征山楂叶螨(hawthornspidermite)(彩图18),又
称山楂红蜘蛛、樱桃红蜘蛛，属蜱螨目(Acariformes)叶螨科(Tetran
ychida)。山楂叶螨的生活史分为卵、幼螨、若螨以及成螨4个时
期，其各个时期的形态特征如下：卵圆球形，春季产卵呈橙黄色，夏
季产卵呈黄白色。幼螨初孵时为圆形，黄白色，取食后呈浅绿色，足
3对。若螨有足4对，前期背部出现刚毛，两侧出现明显的墨绿色斑
纹，后期若螨体型变大，形似成螨。雌成螨椭圆形，长约0.5毫米，
宽约0.3毫米，深红色，体背稍隆起，后部有横向的表皮纹，刚毛较
长，基部无瘤状突起，足4对，淡黄色，冬型雌成螨鲜红色，夏型雌
成螨初期为红色，后逐渐变为深红色；雄成螨椭圆形，长约0.4毫
米，宽约0.3毫米，末端尖削，初期浅黄绿色，后期浅绿色，体背两
侧各有1个大黑斑。
2.发生规律及危害山楂叶螨1年发生6~10代，以受精雌成
螨在李枝干的翘皮、裂缝，根颈周围土缝，落叶及杂草中越冬。李萌
芽期，越冬雌成螨开始出蛰，爬到花芽上取食危害，有时1个花芽上
有多头成螨危害。落花后，成螨在叶片背面危害，此代发生期比较整
齐。成螨在叶片上产卵，完成后继世代，世代重叠。6—7月的高温干
旱季节适宜叶螨发生，为全年危害高峰期。8月以后，湿度增大，加
上成螨天敌的影响，成螨数量有所下降，危害随之减轻。8月下旬至9
月上旬，逐渐转为越冬型雌成螨。10月，害螨几乎全部进入越冬场所
越冬。李叶片较薄，叶螨危害后很容易造成落叶。成虫和若虫性情不
活泼，早春多集中在李的内膛枝上，后期逐渐向树冠外围扩散，成群
聚集在叶背危害，并吐丝拉网。害螨可孤雌生殖，虫卵多产在叶背主
脉两侧及丝网上。天敌有食螨瓢虫类、花蝽类、蓟马类、草蛉和捕食
螨类等几十种。
山楂叶螨在国内东北、华北、西北、青藏高原和长江中下游果
·94·"|./李高效生产及绿色防控技术.pdf|90
91|"第四章李病虫害防治
区普遍发生，在国外主要分布于伊朗、土耳其、日本、朝鲜、俄罗
斯、保加利亚、德国、葡萄牙、澳大利亚等亚洲、欧洲、大洋洲国
家，属于世界性分布的重要害螨之一。
山楂叶螨以幼螨、若螨和成螨危害叶片，常群集在叶片背面的
叶脉两侧拉丝结网，并在网下刺吸叶片的汁液。受害叶片出现失绿
小斑点，渐扩大连片，变成黄褐色或红褐色，严重时叶片枯焦并早
期脱落。
3.防治方法
(1)加强果园管理。加强栽培管理，增施有机肥，避免偏施氮
肥，提高李的耐害性。冬季修剪时，刮除树干上的老翘皮，消灭在
此处越冬的雌成螨。
(2)生物防治。保护自然天敌种群，尽量少使用广谱性的农
药，当天敌种群与山楂叶螨的比例在1：30时不用药，采取涂干法
进行防治(古海尔古丽·热合曼，2016)。在有条件的地方，可释放
捕食螨。
(3)化学防治。防治关键时期在李萌芽期和第一代若螨发生期,
药剂可选用43%联苯肼酯悬浮剂1800~2400倍液,20%唑螨酯悬浮
剂7~10毫升/亩,30%乙螨唑悬浮剂6000〜8000倍液、1.8%阿维乳油
1000~2500倍液,30%乙唑螨腈悬浮剂3000〜6000倍液、30%腈吡
螨酯悬浮剂2000〜3000倍液、30%螺虫·唑螨酯悬浮剂4000〜
5000倍液、36%联肼·螺虫酯悬浮剂2500〜3000倍液、40%丁
醚·哒螨灵悬浮剂1500~2000倍液等药剂进行喷雾。喷药要均匀周
到，以叶片背面为主。
(二)二斑叶螨
1.形态特征二斑叶螨(two-spottedspidermite),俗称白
蜘蛛、二点叶螨,属叶螨科(Tetranychidae)叶螨属(Tetrany-ch
us)。卵圆形,透明,直径为0.12~0.14毫米,初期乳白色,后淡黄
色，随着胚胎发育，颜色加深，孵化前透过卵壳可见到两个红色眼
点。幼螨体半球形,长0.15~0.21毫米、宽0.12~0.15毫米，
·95·"|./李高效生产及绿色防控技术.pdf|91
92|"李高效生产及绿色防控技术
体形淡黄或黄绿色，足3对，背毛数同雌螨，腹毛7对，基节毛、前基间
毛和中基间毛各1对，肛毛和肛后毛各2对。若螨体椭圆形，足4对，行
动敏捷；有前若螨和后若螨两个虫期，前若螨体长0.21~0.29毫米、宽
0.15~0.19毫米,后若螨体长0.34~0.36毫米、宽0.21~0.23毫米。雌
成螨体椭圆形,长0.42~0.51毫米、宽0.28~0.32毫米，非滞育型体绿色
或黄绿色，背面两侧有暗色斑，滞育型体背两侧的暗色斑逐步消失，体
色为橙黄或橘红色；雄成螨比雌成螨小,体长0.26~0.40毫米、宽0.14~
0.19毫米,体末略尖，呈菱形，体色为黄绿或橙黄色。
2.发生规律及危害二斑叶螨(图9)在国外分布于美国北部、英
国、地中海沿岸、南非、澳大利亚、摩洛哥、俄罗斯、新西兰和日本等1
00多个国家和地区，国内主要分布于山东、甘肃、河北等地。危害50多
个科的833种植物，主要危害棉花、苹果、桃、杏、柑橘、木薯和花
卉等作物，是一种十分重要的害螨。
二斑叶螨1年发生10余代，以雌成螨在树干翘皮、缝隙、杂草、
落叶中越冬。翌年平均气温上升到10℃时，越冬雌成螨开始出蛰，先在
花芽上取食危害，成熟后于叶片背面开始产卵繁殖，幼螨孵化后即可刺吸
叶片汁液。6月前，害螨在树冠内膛危害和繁殖，在树下越冬的雌成螨出
蛰后先在杂草或李根蘖上危害繁殖，6月后，逐渐向树上转移。到7月，
害螨向树冠外围扩散，繁殖速度变快，在螨口密度大时，成螨可大量吐
丝，并借此进行传播。害螨在夏季高温季节繁殖速度快，经常会出现世代
重叠现象，故在夏季能看到各个虫态。8月下旬，害螨的天敌增多，对其
发生有一定影响。10月，雌成螨开始越冬。
·96·"|./李高效生产及绿色防控技术.pdf|92
93|"第四章李病虫害防治
二斑叶螨以成螨和若螨危害叶片，初期被害叶片在中脉附近出
现失绿斑点，后逐渐扩大，出现大面积的失绿斑，虫口密度大时，
叶螨吐丝拉网，并产卵于丝网，受害严重的叶片枯黄，提前脱落。
3.防治方法
(1)清理果园。及时清除李园杂草，并将锄下的杂草深埋或带
出果园，消灭杂草上的害螨。
(2)生物防治。①以虫治螨。二斑叶螨的天敌有30多种，如食
螨瓢虫、草蛉、塔六点蓟马等。②以螨治螨。保护与利用与二斑叶
螨出蛰时间相近的捕食螨，如小枕异绒螨、拟长毛钝绥螨、东方钝
绥螨等。③以菌治螨。藻菌、白僵菌对二斑叶螨的致死率可达80%
以上，与农药混配能显著提高杀螨率。同时要注意避开天敌的盛发
期用药，尽量避免使用广谱性的杀虫剂，使用对天敌比较安全的农
药(王春华,2012)。
(3)化学防治。在害螨发生期，可选用20%唑螨酯悬浮剂7~10
毫升/亩、30%乙螨唑悬浮剂14000〜18000倍液、10%阿维菌素悬浮
剂8000〜10000倍液、30%腈吡螨酯悬浮剂2000〜3000倍液、0.
5%苦参碱水剂300~800倍液、30%螺虫·唑螨酯悬浮剂4000~5000
倍液、36%联肼·螺虫酯悬浮剂2500~3000倍液、1.8%阿维·甲
氰乳油50~1500倍液、10%阿维·四螨嗪悬浮剂1500~2000倍液、3
0%乙螨·三唑锡悬浮剂6000~10000倍液、40%联肼·乙螨唑悬浮剂
10000~12000倍液、10%苯丁·哒螨灵1500〜2000倍液、10%四
螨·哒螨灵悬浮剂1000〜1500倍液喷雾防治，喷药要均匀周到，以
叶片背面为主。
八、蚜虫类害虫
桃蚜
1.形态特征桃蚜(greenpeachaphid),又称桃赤蚜、烟蚜、
腻虫等,属同翅目(Homoptera)蚜科(Aphididae)。无翅胎生雌蚜体
长约2.2毫米、宽0.94毫米，卵圆形，体色为淡黄绿色、乳白色，
·97·"|./李高效生产及绿色防控技术.pdf|93
94|"李高效生产及绿色防控技术
有时赭红色，腹管长筒形。有翅胎生雌蚜体长2.2毫米、宽0.94毫
米，头、胸黑色，腹部有黑褐色斑纹，翅无色透明，翅痣灰黄或青黄
色。无翅有性雌蚜体长1.5~2.0毫米，赤褐色，头部额瘤向外方倾
斜。有翅雄蚜体长1.3~1.9毫米，与有翅胎生雌蚜相似，但体型较
小，体色深绿、灰黄、暗红或红褐，头胸部黑色，腹背黑斑较大。
卵椭圆形，长0.44毫米，初为淡黄色，后变成漆黑色且有光泽。
2.发生规律及危害桃蚜1年发生10~20余代，以卵在果树树
皮、芽腋、裂缝、小枝杈等处越冬。翌年李发芽时，越冬卵开始孵
化，群集在芽上危害和繁殖。5月开始繁殖最盛，危害加重，开始产
生有翅胎生雌蚜，迁飞到其他寄主进行危害，秋末冬初有翅蚜飞回李
树，产生有性蚜，交配后产卵越冬。有翅蚜对黄色、橙色有强烈的趋
性，而对银灰色有负趋性。桃蚜天敌有瓢虫、食蚜蝇、草蛉等。桃蚜
寄主范围很广，可以在50多个科400多种植物上取食，可传播115种
植物病毒(占整个蚜虫传播植物病毒的67.7%)，国内的寄主植物有17
0种以上，主要有油菜等十字花科植物，桃、李等蔷薇科果树，烟
草、马铃薯等茄科作物。桃蚜在寄主植物上营转主寄生生活，其冬寄
主(原生寄主)植物主要有梨、桃、李、梅、樱桃等蔷薇科果树等，夏
寄主(次生寄主)植物主要有白菜、甘蓝、萝卜、芥菜、芸薹、芜菁、
甜椒、辣椒、菠菜等多种作物。桃蚜在朝鲜、日本、印度尼西亚、
印度以及北美洲、欧洲、非洲等地均有发生，是世界上分布最广的蚜
虫之一。
桃蚜以成蚜和若蚜群集在芽、叶、嫩梢上吸取汁液，被害叶片向
背面不规则卷曲皱缩，叶色变黄干枯，分泌的蜜露易诱发煤烟病(彩
图19)。
3.防治方法
(1)物理防治。用黄板诱杀有翅蚜，或用银灰膜驱蚜。
(2)生物防治。保护利用天敌是蚜虫防控的好方法，既经济又有
效，应采取措施保护好李园的七星瓢虫、草蛉、食蚜蝇、蚜茧蜂等自
然天敌。可实行人工生草，改善李园生态，为天敌提供活动和繁殖场
所，要避免在天敌活动高峰期喷洒广谱性农药。
·98·"|./李高效生产及绿色防控技术.pdf|94
